"at_uri","AuthorDID","CID","CreatedDate","ReplyParent","ReplyRoot","SearchText"
"at://did:plc:fvxadjtvukbhdaslbiih3r2p/app.bsky.feed.post/3lhdttkpxsz2k","did:plc:fvxadjtvukbhdaslbiih3r2p","bafyreieqxwh2eexviq47zmgzi6psay2egnjolflvtuzynienmlylnxwefa","2025-02-04T10:26:59.895218Z","null","null","""gaojie lin, jianwen jiang, jiaqi yang, zerong zheng, chao liang\nomnihuman-1: rethinking the scaling-up of one-stage conditioned human animation models\nhttps://arxiv.org/abs/2502.01061        """
"at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgrscccobp2n","did:plc:rz7fyco5t6aby5mnk3i45a4g","bafyreiec65b7xzlzxtds2ttusakxbwdr2cht4wgy6tvoohhgq5q2cj6gqe","2025-01-28T06:11:32.736971+00:00","at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgrscbmkkz2f","at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgrscbhs3423","""the integers $k$ with the property that if $t$ is a lattice triangle with $3$ boundary points and $k$ points in the interior, then all $k$ boundary points must be collinear. [2/2 of https://arxiv.org/abs/2501.15009v1]        """
"at://did:plc:32r7scd5hucgv552zjfuaigc/app.bsky.feed.post/3lilhqsdifu2u","did:plc:32r7scd5hucgv552zjfuaigc","bafyreifwiw37z2xlyx3yfk54kx4xkwxukhe6lh3qay5fm44ma5jmhjlxju","2025-02-20T04:37:12.804409+00:00","null","null","""casco: cosmological and astrophysical parameters from cosmological simulations and observations iii. the physics behind the emergence of the golden mass scale. c. tortora et. al. https://arxiv.org/abs/2502.13589        """
"at://did:plc:kc77nd6ebyctklgql72f2ok3/app.bsky.feed.post/3ldpqfu5dr42d","did:plc:kc77nd6ebyctklgql72f2ok3","bafyreidypnpliuyhbn7scall5l5oqndyd4mfx67jullm5kg4wbxqfj2nk4","2024-12-20T06:16:50.193727+00:00","null","null",""
"at://did:plc:izvkrep3yrdzjbwjnz3qwkhq/app.bsky.feed.post/3ld2doum4es2t","did:plc:izvkrep3yrdzjbwjnz3qwkhq","bafyreiaehxczlxnogmhit56gpaldwm7f4etl2t53zr4zhq2fhz6v7enimq","2024-12-11T18:03:19.623Z","at://did:plc:uwnpdd65bk5g3npc3oe4dxko/app.bsky.feed.post/3lczabgkg722d","at://did:plc:uwnpdd65bk5g3npc3oe4dxko/app.bsky.feed.post/3lczabgkg722d",""
"at://did:plc:ezlnyd5brkeropozfv6nyco2/app.bsky.feed.post/3letnzehbds2v","did:plc:ezlnyd5brkeropozfv6nyco2","bafyreigiem3pyz6kozhlvpe677xj5ruc6bzbue4f3ru7f6nm2il5xiuaee","2025-01-03T13:09:54.288Z","null","null",""
"at://did:plc:dscit7ts5azffzksgql5idlz/app.bsky.feed.post/3liy6oblp2v2n","did:plc:dscit7ts5azffzksgql5idlz","bafyreifb4wlef6rq2fp2xpmvcdoa4xsi3t442yj6kyqfbhk3hl7nkjqncu","2025-02-25T05:59:21.254469+00:00","at://did:plc:dscit7ts5azffzksgql5idlz/app.bsky.feed.post/3liy6o6q6ad25","at://did:plc:dscit7ts5azffzksgql5idlz/app.bsky.feed.post/3liy6o2vw4t25","""balancing scheduling algorithms have been proposed, including particle swarm optimization, multi-objective optimization, and the active monitoring algorithm. this paper provides an analytical overview of these three [2/5 of https://arxiv.org/abs/2502.16507v1]        """
"at://did:plc:givrcpmaafw47sarc6mn3lgr/app.bsky.feed.post/3lhyxtb4kic2y","did:plc:givrcpmaafw47sarc6mn3lgr","bafyreif4nqydy4nhq52k75ilqnlrgem2vz3i4uw3b2uouv3s4pz4jmjhyu","2025-02-12T20:04:20.459Z","null","null","""någon som vet var jag kan hitta en bra sammanställning över alla gånger sedan 2022-02-24 som ryssland hotat med kärnvapen?\n\nnedanstående länk listar bara ett fåtal av dem. 🤔\n\nresearchbriefings.files.parliament.uk/documents/cb... https://researchbriefings.files.parliament.uk/documents/cbp-9825/cbp-9825.pdf       """
"at://did:plc:4xi6i6tavp3wl346zbhpv7ca/app.bsky.feed.post/3lg5mnn3q3g2e","did:plc:4xi6i6tavp3wl346zbhpv7ca","bafyreif37zvsix5wk2lnpwcfxy4q5ip6gpt7cjnhp3b5laoxk22hqky6pq","2025-01-20T05:37:14.441021Z","null","null","""hildo bijl\ntracking student skills real-time through a continuous-variable dynamic bayesian network\nhttps://arxiv.org/abs/2501.10050       """
"at://did:plc:hd7xk355hkmel2s7dzr7ig72/app.bsky.feed.post/3ldfxc7vpqs2m","did:plc:hd7xk355hkmel2s7dzr7ig72","bafyreibusroo66ail7fffnszqbxnloupnzqbtediuk2wcop66svuanbzju","2024-12-16T08:53:27.221Z","null","null",""
"at://did:plc:54zr4553khijsqxb6icmevjx/app.bsky.feed.post/3lgpfgskrcs23","did:plc:54zr4553khijsqxb6icmevjx","bafyreicnzpkhsy2fjy73vyft2m365ukdxgr5xzcg3rhpo3sepmpyzpbaba","2025-01-27T07:16:05.914Z","at://did:plc:mcoc4u5vljqnr6j3k6zzcqlf/app.bsky.feed.post/3lgpeedzmak2t","at://did:plc:mcoc4u5vljqnr6j3k6zzcqlf/app.bsky.feed.post/3lgpeedzmak2t","""ergänzend dazu:\nbilder.deutschlandfunk.de/ab/50/f0/27/... https://bilder.deutschlandfunk.de/ab/50/f0/27/ab50f027-c57d-470a-b46b-1e29295109e2/sylvia-sasse-verkehrungen-ins-gegenteil-100.pdf       """
"at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgdgmicjmw2f","did:plc:rz7fyco5t6aby5mnk3i45a4g","bafyreidsnsq7rp6bjlrrhvaieveuag24vwjh7yq4bp45h235im2x7dujam","2025-01-22T13:05:13.336248+00:00","at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgdgmhhxrl2q","at://did:plc:rz7fyco5t6aby5mnk3i45a4g/app.bsky.feed.post/3lgdgmgfbwz2f","""$\{x,y,z\} \subseteq s$ such that $x+y+z = p$. from this, we also classify $k$-covers by means of the cayley graph of a particular boolean function, and we construct the unique rank $3$ strongly regular graph with parameters $(2048, 276, 44, [4/5 of https://arxiv.org/abs/2501.11184v1]       """
"at://did:plc:k3okprkp6mqdikp4xrowxb5x/app.bsky.feed.post/3liywnaxouc2q","did:plc:k3okprkp6mqdikp4xrowxb5x","bafyreibdy2wnyth3kr2ho5hvrsh4cirzbmvjpsqcjcmsd4merj4y2k7kny","2025-02-25T13:08:16.852Z","at://did:plc:k3okprkp6mqdikp4xrowxb5x/app.bsky.feed.post/3liywnaxmvs2q","at://did:plc:k3okprkp6mqdikp4xrowxb5x/app.bsky.feed.post/3liywnaxf3s2q","""but it's likely buried in unorganised layers of paper. berlant lists a paper presentation at the open university in 2009 in their cv ('political optimism & silent protest') 3/3 humanities-web.s3.us-east-2.amazonaws.com/english/prod... 3/ https://humanities-web.s3.us-east-2.amazonaws.com/english/prod/2020-07/berlant vita 2018.pdf       """
"at://did:plc:txtdsojpmuqps6ape3g5s3v6/app.bsky.feed.post/3lcy34lo54c2m","did:plc:txtdsojpmuqps6ape3g5s3v6","bafyreiatoyktqal5qho62mdda6r5s7x3bp3bkxtjdnbuxjqtx4sxwai6pm","2024-12-10T20:24:36.856Z","null","null",""
"at://did:plc:azealvj65povd3hw673krvdi/app.bsky.feed.post/3lg5jnqvy5s2b","did:plc:azealvj65povd3hw673krvdi","bafyreiekvphxbl7gitmd6ps5eehnwvdsx4kq6l2qazauwb2yxphbo7yury","2025-01-20T04:43:38.747Z","null","null","""sharing this here for no reason in particular, i actually only recently read it myself, spent years learning about fascists but never truly went to the source. first impression- benito mussolini was kind of just a dumbass. \n\nsjsu.edu/faculty/wood... https://sjsu.edu/faculty/wooda/2b-hum/readings/the-doctrine-of-fascism.pdf      """
"at://did:plc:6ygke7eedi4fooa4xxvtieri/app.bsky.feed.post/3le3sbh5pe4l2","did:plc:6ygke7eedi4fooa4xxvtieri","bafyreibpk6xl2re3sybs52mjzfocavqek3od4cxywmnruiz6nwdni42wxu","2024-12-25T01:22:01.000Z","null","null",""
"at://did:plc:lghkepws272alk4dm4dpm3op/app.bsky.feed.post/3lg47alozm22e","did:plc:lghkepws272alk4dm4dpm3op","bafyreibtwjsyp2rlqtmuu467klco2rwx2iq7ghjq23bfrbvcwd4x5g7sne","2025-01-19T16:04:39.911Z","at://did:plc:lghkepws272alk4dm4dpm3op/app.bsky.feed.post/3lg4762nfj22e","at://did:plc:kjajzkyswsc32afso7ecrrgk/app.bsky.feed.post/3lg45qxian225","""in case you’re curious: doi.org/10.1017/ssh.2019.34 https://doi.org/10.1017/ssh.2019.34 demography and dispossession: explaining the growth of the global informal workforce, 1950-2000 | social science history | cambridge core demography and dispossession: explaining the growth of the global informal workforce, 1950-2000 - volume 43 issue 4    """
"at://did:plc:bxaxnojbqhfzleqguz4jik5o/app.bsky.feed.post/3ld4stmhcgc2y","did:plc:bxaxnojbqhfzleqguz4jik5o","bafyreihbcnvukmhd5hpjfxnsrlcqlnxs6qalx3s6cffni3f6eonm4zi7ue","2024-12-12T17:39:44.452Z","null","null",""
"at://did:plc:vjqb6serdr54lcd735od4xwx/app.bsky.feed.post/3lhxjb7yvus27","did:plc:vjqb6serdr54lcd735od4xwx","bafyreiagmromnjk3zzzblwcqjjayvdolj7tocwocm7o2m2fgsmrhtihgey","2025-02-12T06:11:03.182295+00:00","at://did:plc:vjqb6serdr54lcd735od4xwx/app.bsky.feed.post/3lhxjb7up4c27","at://did:plc:vjqb6serdr54lcd735od4xwx/app.bsky.feed.post/3lhxjb6nse726","""of nonlocal equations in unbounded domains, such as $$(\partial_t -\delta)^{s} u(x,t) = b(x,t) |\nabla_x u (x,t)|^q + f(x, u(x,t))\ \ \mbox{in}\ \ \r^n\times\r.$$ under appropriate conditions, we prove that all nonnegative [8/9 of https://arxiv.org/abs/2502.07530v1]        """
"at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3lilm7lv5nl23","did:plc:traxg4jscmm3n3usqi76dsk2","bafyreia237fltdb2imypmx66v77btiydmgdto7xcaxgeehvwhpdynzur7a","2025-02-20T05:57:04.520929+00:00","at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3lilm7kwl7d2y","at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3lilm7h4g3r2a","""enables rice variety identification, grain completeness grading, and grain chalkiness evaluation. the rice grain dataset used in this study comprises approximately 20,000 images from six widely cultivated rice varieties in [5/7 of https://arxiv.org/abs/2502.13764v1]        """
"at://did:plc:5zef6amawt5s3auqvgkjofbb/app.bsky.feed.post/3lif7br5r4c27","did:plc:5zef6amawt5s3auqvgkjofbb","bafyreidvfizgjl6qexsbwamfp4thrwort2b4gnroth7ppioup6r4cfb7e4","2025-02-17T16:49:40.067Z","null","null","""𝗦𝗲𝗻𝘀𝗲𝗹𝗶𝘀𝘁𝗲𝗻𝗶𝗻𝗴 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗥𝗲𝗼𝗿𝗴𝗮𝗻𝗶𝘀𝗮𝘁𝗶𝗼𝗻 𝗼𝗳 𝗖𝗼𝗹𝗹𝗲𝗰𝘁𝗶𝘃𝗲 𝗔𝗰𝘁𝗶𝗼𝗻 𝗗𝘂𝗿𝗶𝗻𝗴 𝗖𝗿𝗶𝘀𝗶𝘀 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁: 𝗧𝗵𝗲 𝗡𝗼𝘁𝗿𝗲-𝗗𝗮𝗺𝗲 𝗱𝗲 𝗣𝗮𝗿𝗶𝘀 𝗳𝗶𝗿𝗲.\n\n𝙎𝙥𝙚𝙘𝙞𝙖𝙡 𝙄𝙨𝙨𝙪𝙚: 𝘾𝙤𝙡𝙡𝙚𝙘𝙩𝙞𝙫𝙚 𝘼𝙘𝙩𝙞𝙤𝙣 𝙞𝙣 𝘾𝙧𝙞𝙨𝙞𝙨\n\n𝗦𝗼𝗽𝗵𝗶𝗲 𝗖𝗿𝗼𝘀, 𝗕𝗿𝘂𝗻𝗼 𝗧𝗶𝗯𝗲𝗿𝗴𝗵𝗶𝗲𝗻, 𝗠𝗮𝗿𝗶𝘂𝘀 𝗕𝗲𝗿𝘁𝗼𝗹𝘂𝗰𝗰𝗶\n\ndoi.org/10.1177/0170...        """
"at://did:plc:5bj3ztikrj4nb33oajuxn6oq/app.bsky.feed.post/3lio5dr2p3t2s","did:plc:5bj3ztikrj4nb33oajuxn6oq","bafyreiavmmm536blvii2pedzvcqmftykk7tdmcjuexg4mbu4tmztxau67q","2025-02-21T06:08:57.249607+00:00","at://did:plc:5bj3ztikrj4nb33oajuxn6oq/app.bsky.feed.post/3lio5dp5lqo2x","at://did:plc:5bj3ztikrj4nb33oajuxn6oq/app.bsky.feed.post/3lio5dihxwq2o","""interatomic interaction strength at a frequency that matches that of the system breathing mode. as a result, we observe the formation of dynamical density patterns that depend on the geometry of the trap: a fringe pattern in [4/7 of https://arxiv.org/abs/2502.14849v1]        """
"at://did:plc:inu7p5ls5ltvlkpesj3qzcxh/app.bsky.feed.post/3lizamceuec26","did:plc:inu7p5ls5ltvlkpesj3qzcxh","bafyreig4xlkxvmm7djndkcytiecu42ydxsnwr765fslugo2se3h26elnga","2025-02-25T16:06:42.205Z","at://did:plc:inu7p5ls5ltvlkpesj3qzcxh/app.bsky.feed.post/3lizalfnz2226","at://did:plc:inu7p5ls5ltvlkpesj3qzcxh/app.bsky.feed.post/3lizabxfijs26","""the study is: simoes-sousa et al, “the may 2024 flood disaster in southern brazil: causes, impacts, and swot-based volume estimation,” geophysical research letters, feb 21, 2025.  agupubs.onlinelibrary.wiley.com/doi/10.1029/... (7) /end https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2024gl112442 the may 2024 flood disaster in southern brazil: causes, impacts, and swot‐based volume estimation unusual high-temperature anomalies and an atmospheric blocking caused unprecedented rainfall in south brazil during may of 2024  using a novel combination of satellite data, we assessed the extent...     """
"at://did:plc:3puuhos3mbjqfs3trs7tmg4h/app.bsky.feed.post/3lea3dvud452r","did:plc:3puuhos3mbjqfs3trs7tmg4h","bafyreianymvbfjn7yhspieq7qa5y2o3zxuouzcfchfkqqyyb7c46xooqpi","2024-12-26T18:15:10Z","null","null",""
"at://did:plc:quhikmoioj6wpovzyle6hiiy/app.bsky.feed.post/3ld6mu4yp2k2g","did:plc:quhikmoioj6wpovzyle6hiiy","bafyreibpeowsg6vnfdvl6q5u3dd5cgv4oumunozm7axhjl3dwcggggwbdu","2024-12-13T10:57:58.826Z","null","null",""
"at://did:plc:h5wff3njfxhkhwolsy67kppq/app.bsky.feed.post/3lf3y4xaj4c2q","did:plc:h5wff3njfxhkhwolsy67kppq","bafyreiagcgwd7rmrvsmxj34ocn3mxy5prxsjsp7qxncba4gn2lx3cgkc44","2025-01-06T20:32:09.728Z","at://did:plc:h5wff3njfxhkhwolsy67kppq/app.bsky.feed.post/3lf3y4wyq3k2q","at://did:plc:4hxje4ldi5uvak4luvqvkzss/app.bsky.feed.post/3lf3lrh4nwc2j",""
"at://did:plc:judsascrrv5sjxwm2a5t6g7o/app.bsky.feed.post/3lium7x2kqk2w","did:plc:judsascrrv5sjxwm2a5t6g7o","bafyreig6uzvx6qknkgcro4woahqystvslmcq3ewlvinszgpogwf3xlq4ry","2025-02-23T19:51:13.679Z","at://did:plc:judsascrrv5sjxwm2a5t6g7o/app.bsky.feed.post/3lium7wu3pk2w","at://did:plc:norq6zztticr7bhc7h444blj/app.bsky.feed.post/3lirskf6qcs2o","""abnormalities. you might also want to check out this critique from mitochondria and sports medicine experts: www.nature.com/articles/s41...        """
"at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3lih2j3ji432x","did:plc:traxg4jscmm3n3usqi76dsk2","bafyreiasgp46yfi5ik4vltwrxt6jvmpribaeiqyqnmnrwawpnmahwesfgu","2025-02-18T10:29:36.598479+00:00","null","null","""jingcheng ni, yuxin guo, yichen liu, rui chen, lewei lu, zehuan wu: maskgwm: a generalizable driving world model with video mask reconstruction https://arxiv.org/abs/2502.11663 https://arxiv.org/pdf/2502.11663 https://arxiv.org/html/2502.11663        """
"at://did:plc:t6jlkgvjd6avxwztrv4nkhab/app.bsky.feed.post/3lgy4yvwzis22","did:plc:t6jlkgvjd6avxwztrv4nkhab","bafyreigagqu7i5lb63widtxqnijlovgz3olj5rxnh3ahhrnj7is5xswkiq","2025-01-30T18:39:07.407Z","null","null","""vedic sanskrit and avestan are languages with some of the most fascinating texts in the world, the rigveda and gathas of zarathustra. \n\nhere's my attempt to tackle a long standing puzzle of how final fricatives developed there\n\nnow published in the oldest journal of linguistics.        """
"at://did:plc:fvxadjtvukbhdaslbiih3r2p/app.bsky.feed.post/3lhvpt5slo52m","did:plc:fvxadjtvukbhdaslbiih3r2p","bafyreia2dztz64fhstebnalq2t5j434gs6cemmnip5itk4txfsvfu53uxa","2025-02-11T13:03:07.126520Z","null","null","""helena montenegro, maria j. cardoso, jaime s. cardoso\nan inpainting approach to manipulate asymmetry in pre-operative breast images\nhttps://arxiv.org/abs/2502.05652        """
"at://did:plc:344leewdpc4ohpz3c56vw3xi/app.bsky.feed.post/3lgdqxit5zl22","did:plc:344leewdpc4ohpz3c56vw3xi","bafyreib6zys5c5kabngjliwypebsqxehcjcajoyz4nchn2zk5ein5zmcwq","2025-01-22T16:10:19.376028+00:00","null","null","""the working principles of model-based gas fall within the pac framework: a mathematical theory of problem decomposition\nhttps://arxiv.org/abs/2501.10777       """
"at://did:plc:cbcnjcqkwvu57335dutljfck/app.bsky.feed.post/3lcj74j2rda2k","did:plc:cbcnjcqkwvu57335dutljfck","bafyreihwnkathflnxfwkrc3xccwuoxdc2s3pv3glykgd2xclntbzvvodly","2018-02-14T16:44:05Z","null","null",""
"at://did:plc:vkfnpt2n33camhynack7ggun/app.bsky.feed.post/3lgw4d5ogq22j","did:plc:vkfnpt2n33camhynack7ggun","bafyreigro2wm7t54euih6kbmjauo55xng6s6iebgw4ldcab4pai3hjeftm","2025-01-29T23:21:37.848Z","null","null","""chemoproteomic profiling of clickable fumarate probes for target identification and mechanism of action studies\npubs.acs.org/doi/10.1021/... from biogen https://pubs.acs.org/doi/10.1021/acschembio.4c00617 chemoproteomic profiling of clickable fumarate probes for target identification and mechanism of action studies dimethyl fumarate (dmf) is an established oral therapy for multiple sclerosis worldwide. although the clinical efficacy of these fumarate esters has been extensively investigated, the mode of action and pharmacokinetics of fumarates have not been fully elucidated due to their broad-spectrum reactivity and complex metabolism in vivo. to better understand the mechanism of action of dmf and its active metabolite, monomethyl fumarate (mmf), we designed and utilized clickable probes to visualize and enrich probe-modified proteins. we further perform quantitative chemoproteomics analysis for proteome-wide target identification and validate several unique and shared targets of dmf and mmf, which provide insight into the reactivity, selectivity, and target engagement of fumarates.     """
"at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lgfa2sby6q26","did:plc:utkbfrbmma57vclzrjrobaez","bafyreif45f7mu444djaw2ise7emasbcoaxogwjqofgzdejq6w2hzajmv2q","2025-01-23T06:13:16.856131+00:00","at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lgfa2rtvw725","at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lgfa2rtvw725","""arxiv:2501.12771v1 announce type: new \nabstract: we study the problem of learning a hidden hypergraph $g=(v,e)$ by making a single batch of queries (non-adaptively). we consider the hyperedge detection model, in which every query must be of the [1/5 of https://arxiv.org/abs/2501.12771v1]        """
"at://did:plc:yem7lso7jvjmljdl7qzxcwhb/app.bsky.feed.post/3leepyugd5s2k","did:plc:yem7lso7jvjmljdl7qzxcwhb","bafyreihjhny7zi74xnaojvjq7feweukvwrrlfnf4gnhpkprbx57kzemury","2024-12-28T14:35:28.890Z","at://did:plc:5hdaokurp3wblyigzgurn5mj/app.bsky.feed.post/3leeohzra322f","at://did:plc:5hdaokurp3wblyigzgurn5mj/app.bsky.feed.post/3leeohzra322f",""
"at://did:plc:melooq3pgxglmzuttf2wr5es/app.bsky.feed.post/3liln7v34s22b","did:plc:melooq3pgxglmzuttf2wr5es","bafyreiejpkundzlgyr564l2zyc7ikojeemixqovjij22gsirs7ddw6pvge","2025-02-20T06:15:07.894889+00:00","at://did:plc:melooq3pgxglmzuttf2wr5es/app.bsky.feed.post/3liln7uwy2x26","at://did:plc:melooq3pgxglmzuttf2wr5es/app.bsky.feed.post/3liln7uomcn2q","""of quantum linear solvers and extending their core techniques to address various challenges, such as least-squares data fitting. in this article, we introduce a new quantum algorithm for solving linear systems based on the [3/7 of https://arxiv.org/abs/2502.13630v1]        """
"at://did:plc:3mbqqo3dxddhl7nwqmghsn6a/app.bsky.feed.post/3liya6rppvo2x","did:plc:3mbqqo3dxddhl7nwqmghsn6a","bafyreiff3mmb4rzxzwzaic4rgvhwn6m6lq7dh5ketfrfjcyrhzxguircdu","2025-02-25T06:26:28.759610+00:00","at://did:plc:3mbqqo3dxddhl7nwqmghsn6a/app.bsky.feed.post/3liya6ou4kf2i","at://did:plc:3mbqqo3dxddhl7nwqmghsn6a/app.bsky.feed.post/3liya6kzxt32q","""as well as improved convergence in both synthetic and practical setups, yielding higher-fidelity results when applied to both text-to-image and text-to-3d applications with stable diffusion. [4/4 of https://arxiv.org/abs/2502.15989v1]        """
"at://did:plc:oa3gohb2wnkerfhatqhvtg65/app.bsky.feed.post/3lcp7zs2asp2r","did:plc:oa3gohb2wnkerfhatqhvtg65","bafyreidfaosnialtsywidsdn4nb4muylvlm2lqv45khuwfeb2lnalwl3rm","2016-10-03T15:21:51Z","null","null",""
"at://did:plc:3mbqqo3dxddhl7nwqmghsn6a/app.bsky.feed.post/3lih2nptbyd27","did:plc:3mbqqo3dxddhl7nwqmghsn6a","bafyreiaofkh6uw2dttnm2idoyryz72ukc4j6geeq2loulaoyx2q2kxt4va","2025-02-18T10:32:12.096769+00:00","null","null","""samuele bortolotti, emanuele marconato, paolo morettin, andrea passerini, stefano teso: shortcuts and identifiability in concept-based models from a neuro-symbolic lens https://arxiv.org/abs/2502.11245 https://arxiv.org/pdf/2502.11245 https://arxiv.org/html/2502.11245        """
"at://did:plc:2sgj2s4d7nfoczudfvtzm6jw/app.bsky.feed.post/3lf4qfacj5s2o","did:plc:2sgj2s4d7nfoczudfvtzm6jw","bafyreigrmq5fw2hmpbitpipaoei6mqdbldqbl3im2ase7j5c2ds2yfgcby","2025-01-07T03:46:17.723Z","at://did:plc:2sgj2s4d7nfoczudfvtzm6jw/app.bsky.feed.post/3lf4oaic7lk2o","at://did:plc:2sgj2s4d7nfoczudfvtzm6jw/app.bsky.feed.post/3lf4oaic7lk2o",""
"at://did:plc:pxokkpd3cyvbwgdwampv3soq/app.bsky.feed.post/3let4uhxly22r","did:plc:pxokkpd3cyvbwgdwampv3soq","bafyreiblqyws54u23shjnvtmwxxe5tu2gtshhqgk2vglzhrblarxunur3a","2025-01-03T08:02:56.509015+00:00","null","null",""
"at://did:plc:zz2uigibidyp35ljwggkdsfm/app.bsky.feed.post/3lhqx5fijgs24","did:plc:zz2uigibidyp35ljwggkdsfm","bafyreigznngh5npvhxi4oy3w5kaz45lgs7crjijqbqub52em6ofm34g4oy","2025-02-09T15:30:48.933Z","null","null","""so many years. incredibly many years. and you little thing still bless us with your cuteness from beyond the rainbows. thank you, little one. and for giving us a tiny peek into a world from a long time ago that otherwise we are unable to take a visual look into. 💛\nwww.nature.com/articles/s41...        """
"at://did:plc:mt57bbqjowqjsyk5tbp6kvz4/app.bsky.feed.post/3lhdfn5c2ez2l","did:plc:mt57bbqjowqjsyk5tbp6kvz4","bafyreigkahkws3ndhmegclv4lj2qun3jtnift6u2stiwswzka72ctt2wae","2025-02-04T06:12:53.199833+00:00","at://did:plc:mt57bbqjowqjsyk5tbp6kvz4/app.bsky.feed.post/3lhdfn54unn2v","at://did:plc:mt57bbqjowqjsyk5tbp6kvz4/app.bsky.feed.post/3lhdfn54unn2v","""arxiv:2502.01598v1 announce type: new \nabstract: in this paper, we consider semi-extraspecial $p$-groups $g$ that have an automorphism of order $|g:g'| - 1$. we prove that these groups are isomorphic to sylow $p$-subgroups [1/2 of https://arxiv.org/abs/2502.01598v1]        """
"at://did:plc:qbej4rc7ffryrgzimbc55i2r/app.bsky.feed.post/3ldzoinl63o23","did:plc:qbej4rc7ffryrgzimbc55i2r","bafyreidclvplxc3afkj6yc5aek6bhq6dp5wdeuyro3hoqjmgapse5fnyl4","2024-12-24T05:09:12.949526Z","null","null",""
"at://did:plc:4u3fuviop3otgzydoj4cvouf/app.bsky.feed.post/3lcjwcfo6aw2z","did:plc:4u3fuviop3otgzydoj4cvouf","bafyreihwl5xskafoeiyalvfub4sk7wys5ye35v5ghhsx3ali4bjjbc3b3q","2024-12-05T05:21:06.084457Z","null","null",""
"at://did:plc:mq7vyrls5f7ilj5iruizuam4/app.bsky.feed.post/3liwxynhvsi2r","did:plc:mq7vyrls5f7ilj5iruizuam4","bafyreibnj5uh5xoztufpsh4bolakducqgnjhjkzvxzcyqjrb7iw3miyaq4","2025-02-24T18:27:12Z","null","null","""brissenden et al. show that spatial cognition can adaptively shift to counteract errors in the allocation of visual attention.\n@tarazlee.bsky.social\n@brissend.bsky.social\nhttps://www.nature.c... https://www.nature.com/articles/s41562-025-02109-5?utm_source=bluesky&utm_medium=social&utm_campaign=nathumbehav errors of attention adaptively warp spatial cognition - nature human behaviour brissenden et al. demonstrate that spatial cognition adaptively shifts to counteract errors in the allocation of visual attention, indicating error-driven learning mechanisms previously ascribed solely to motor control contribute to visual cognition.     """
"at://did:plc:7tzgrvodrvsz5ektdet5c6dk/app.bsky.feed.post/3lhmk33gisc2d","did:plc:7tzgrvodrvsz5ektdet5c6dk","bafyreicnqjs3b7ezq7rmpprpzgzvehd6dcrhkzkpemroftqxa4ttaqapha","2025-02-07T21:26:13.685Z","null","null","""senate republicans are using reconciliation to boost defense spending to counteract the potential for a sequester if there's a continuing resolution. defense cuts around corner this spring without bipartisan funding deal; rs laying groundwork to stop it\n\nwww.budget.senate.gov/imo/media/do... https://www.budget.senate.gov/imo/media/doc/chairmans_mark_-_fy25_budget_resolution.pdf       """
"at://did:plc:pjehx3wdinn4kkmnmkkoyxcd/app.bsky.feed.post/3lh6qdxszsc2u","did:plc:pjehx3wdinn4kkmnmkkoyxcd","bafyreihy57mnntm4pdrz3k4dbz47kpgk7mxn4sqnh5g3l6wvy5tek6kvpe","2025-02-02T09:41:18.004Z","null","null","""megagrazer loss drives complex landscape-scale biophysical cascades doi.org/10.1088/1748... via @iopenvironment https://doi.org/10.1088/1748-9326/ada16e megagrazer loss drives complex landscape-scale biophysical cascades - iopsciencesearch megagrazer loss drives complex landscape-scale biophysical cascades, hyvarinen, olli, te beest, mariska, le roux, elizabeth, kerley, graham i h, buitenwerf, robert, druce, dave j, chen, jiquan, rapp, linda, fernandes, joana, cromsigt, joris p g m     """
"at://did:plc:2pjs3sjjgaelzxciumztbr4k/app.bsky.feed.post/3ld3nkcrec42f","did:plc:2pjs3sjjgaelzxciumztbr4k","bafyreiadda6w4o6oel4lr5rgvg35otjkmjq7jqwjapdyrxexz3mmb3lvti","2024-12-12T06:32:23.261Z","null","null",""
"at://did:plc:zhu5p6b4wbwqo5xgpheixxdq/app.bsky.feed.post/3lcwukzix4k2t","did:plc:zhu5p6b4wbwqo5xgpheixxdq","bafyreibobzze7wv3jtg2kg6xljysls5ttkdtx6zjvyvodimmpjefo32yxq","2024-12-10T08:54:45.201Z","null","null",""
